UNITID,SURVSECT,PART,ADM_OPEN,REQ_FIRSTTIME,REQ_IN,REQS_SAME,FIRSTTIME_ENROLL,TRANSFER_ENROLL,IN_TRANSFER_CREDIT,IN_REQ_MIN_CREDIT,IN_REQ_MINHOUR_TYPE,IN_REQ_MINHOUR,ReviewStatus,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,ADMCON13,ADMCON14,LINE,RACE,SEX,COUNT,ADMSEX,SATINUM,SATIPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,SATVR50,SATMT50,ACTCM50,ACTEN50,ACTMT50,WL,WL_RANKED
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,2,2,358,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,3,1,483,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,3,1,329,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,3,1,331,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,3,2,523,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,3,2,357,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,3,2,358,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,4,1,924,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,4,1,631,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,4,1,633,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,4,2,1002,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,4,2,683,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,4,2,686,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,5,1,1048,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,5,1,715,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,5,1,717,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,5,2,1135,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,5,2,774,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,5,2,777,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,6,1,483,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,6,1,329,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,6,1,331,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,6,2,523,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,6,2,357,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,6,2,358,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,7,1,1294,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,7,1,883,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,7,1,886,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,7,2,1402,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,7,2,957,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,7,2,960,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,8,1,483,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,8,1,329,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,8,1,331,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,8,2,523,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,8,2,357,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,8,2,358,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,9,1,483,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,9,1,329,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,9,1,331,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,9,2,523,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,9,2,357,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,B,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,9,2,358,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,6,2,120,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,6,2,60,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,6,2,60,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,9,2,222,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,9,2,111,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,9,2,111,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,4,1,58,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,4,1,29,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,4,1,29,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,7,1,110,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,7,1,55,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,7,1,55,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,9,1,158,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,9,1,79,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,9,1,79,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,5,2,114,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,5,2,57,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,5,2,57,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,5,1,100,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,5,1,50,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,5,1,50,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,7,2,118,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,7,2,59,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,7,2,59,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,8,2,108,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,8,2,54,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,8,2,54,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,3,1,96,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,3,1,48,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,3,1,48,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,3,2,94,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,3,2,47,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,3,2,47,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,4,2,106,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,4,2,53,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,4,2,53,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,8,1,76,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,8,1,38,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,8,1,38,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,6,1,94,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,6,1,47,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,F,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,6,1,47,,,,,,,,,,,,,,,,,,,,,,
999999,ADM,G,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,1,,,,1710,,,,,,,,,,,,,,,,,,,,,
999999,ADM,G,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,2,,,,855,,,,,,,,,,,,,,,,,,,,,
999999,ADM,G,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,3,,,,855,,,,,,,,,,,,,,,,,,,,,
999999,ADM,C,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,1180,37,640,20,560,680,570,700,23,30,22,30,22,30,620,635,27,26,27,,
999999,ADM,H,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,
999999,ADM,I,,,,,,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
