UNITID,SURVSECT,PART,CIPCODE,LINE,RACE,SEX,COUNT,ReviewStatus,SLEVEL,EFSEXUG,EFSEXG,ENROLL_EXCLUSIVE,ENROLL_SOME,NOTENROLL,DISTANCE_TOTAL,INUS_PPS,INUS_NOTPPS,INUS_UNKNOWN_STATE,OUTSIDEUS,LOCATION_UNKNOWN,HS,EFD02,EFD03,FT_PY_COHORT,FT_EXCLUSIONS,FT_INCLUSIONS,FT_ADJUSTED_COHORT,FT_CY_COHORT,RET_PCF,PT_PY_COHORT,PT_EXCLUSIONS,PT_INCLUSIONS,PT_ADJUSTED_COHORT,PT_CY_COHORT,RET_PCP,ST_STAFF_RATIO
999999,EF1,A,99.0000,15,4,1,64,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,4,2,51,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,5,1,42,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,5,2,52,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,6,1,55,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,6,2,55,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,7,1,54,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,7,2,38,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,8,1,57,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,8,2,60,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,9,1,120,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,15,9,2,91,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,3,1,12,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,3,2,2,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,4,1,3,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,4,2,13,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,5,1,10,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,5,2,10,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,6,1,10,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,6,2,17,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,7,1,12,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,7,2,10,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,8,1,11,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,8,2,7,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,9,1,17,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,16,9,2,18,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,3,1,29,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,3,2,43,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,4,1,35,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,4,2,32,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,5,1,46,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,5,2,28,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,6,1,38,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,6,2,33,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,7,1,33,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,7,2,34,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,8,1,43,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,8,2,41,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,9,1,61,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,17,9,2,65,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,3,1,36,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,3,2,45,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,4,1,26,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,4,2,40,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,5,1,40,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,5,2,47,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,6,1,37,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,6,2,43,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,7,1,43,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,7,2,49,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,8,1,27,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,8,2,47,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,9,1,62,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,2,9,2,93,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,3,1,8,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,3,2,10,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,4,1,16,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,4,2,10,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,5,1,18,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,5,2,20,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,6,1,11,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,6,2,11,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,7,1,17,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,7,2,15,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,8,1,22,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,8,2,18,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,9,1,27,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,25,9,2,28,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,3,1,133,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,3,2,133,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,4,1,131,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,4,2,134,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,5,1,165,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,5,2,145,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,6,1,164,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,6,2,124,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,7,1,145,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,7,2,145,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,8,1,149,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,8,2,136,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,9,1,278,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,A,99.0000,3,9,2,293,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,14,,1,27,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,14,,2,26,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,14,,1,9,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,14,,2,5,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,15,,1,53,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,15,,2,55,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,15,,1,8,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,15,,2,12,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,16,,1,81,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,16,,2,76,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,16,,1,5,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,16,,2,15,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,17,,1,142,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,17,,2,144,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,17,,1,18,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,17,,2,14,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,18,,1,142,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,18,,2,131,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,18,,1,15,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,18,,2,14,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,19,,1,161,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,19,,2,123,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,19,,1,24,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,19,,2,23,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,2,,1,109,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,2,,2,110,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,2,,1,15,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,2,,2,15,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,20,,1,198,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,20,,2,203,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,20,,1,40,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,20,,2,29,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,3,,1,218,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,3,,2,249,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,3,,1,34,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,3,,2,36,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,4,,1,322,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,4,,2,328,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,4,,1,38,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,4,,2,48,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,5,,1,575,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,5,,2,553,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,5,,1,79,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,5,,2,83,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,6,,1,550,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,6,,2,565,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,6,,1,77,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,6,,2,87,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,7,,1,541,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,7,,2,515,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,7,,1,70,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,7,,2,85,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,8,,1,841,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,8,,2,877,Generated from the disclosed package input contract; review the package source-readiness classification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,8,,1,127,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,B,,8,,2,119,Generated from the disclosed package input contract; review the package source-readiness classification,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,D,,,,,0,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,H,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,8228,1139,,,,,,,,,,,,,,,,,,,,,,,,,
999999,EF1,G,,1,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,3317,4975,10134,18426,16952,553,184,737,0,,,,,,,,,,,,,,,,
999999,EF1,C,,1,,,7999,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
999999,EF1,C,,1,,,791,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
999999,EF1,D,,,,,8790,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,8790,291,,,,,,,,,,,,,
999999,EF1,E,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,2600,0,0,2600,2106,81,400,0,0,400,276,69,
999999,EF1,F,,,,,,Generated from the disclosed package input contract; review the package source-readiness classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
